"","X.1","X","ID","ParasiteReportedName","HostReportedName","Citation","LocationName","TotalPrevalence","ParasiteCorrectedName","HostCorrectedName_Corbet","pargenera","sp","nonsp_in_gen","colsp"
"831",6878,6878,2962,"Cryptosporidium sp.","Papio anubis","Muriuki et al. 1997","KENYA","0.27","Cryptosporidium sp.","Papio_anubis","Cryptosporidium","sp.",FALSE,TRUE
"832",6879,6879,3532,"Cryptosporidium sp.","Papio anubis","Legesse and Erko 2004","Burka Dita","0.171","Cryptosporidium sp.","Papio_anubis","Cryptosporidium","sp.",FALSE,TRUE
"833",6880,6880,3533,"Cryptosporidium sp.","Papio anubis","Legesse and Erko 2004","Bishan Gari","0.042","Cryptosporidium sp.","Papio_anubis","Cryptosporidium","sp.",FALSE,TRUE
"834",7234,7234,1065,"Cryptosporidium sp.","Papio cynocephalus anubis","Hope et al. 2004","Bwindi","0.321","Cryptosporidium sp.","Papio_anubis","Cryptosporidium","sp.",FALSE,TRUE
"835",6884,6884,5614,"Dicrocoelium sp.","Papio anubis","Weyher et al. 2006","Gashaka Gumti","0.9","Dicrocoelium sp.","Papio_anubis","Dicrocoelium","sp.",FALSE,TRUE
"836",6885,6885,5615,"Dicrocoelium sp.","Papio anubis","Weyher et al. 2006","Gashaka Gumti","0.847","Dicrocoelium sp.","Papio_anubis","Dicrocoelium","sp.",FALSE,TRUE
"837",6886,6886,6062,"Dicrocoelium sp.","Papio anubis","Weyher 2009","Gashaka Gumti","0.9","Dicrocoelium sp.","Papio_anubis","Dicrocoelium","sp.",FALSE,TRUE
"838",6887,6887,6063,"Dicrocoelium sp.","Papio anubis","Weyher 2009","Gashaka Gumti","0.85","Dicrocoelium sp.","Papio_anubis","Dicrocoelium","sp.",FALSE,TRUE
"839",7340,7340,308,"Dipetalonema sp.","Papio doguera","Myers and Kuntz 1965","KENYA","NULL","Dipetalonema sp.","Papio_anubis","Dipetalonema","sp.",FALSE,TRUE
"840",7341,7341,2328,"Dipetalonema sp.","Papio doguera","Myers and Kuntz 1965","UGANDA","NULL","Dipetalonema sp.","Papio_anubis","Dipetalonema","sp.",FALSE,TRUE
"841",7235,7235,1067,"Eimeria sp.","Papio cynocephalus anubis","Hope et al. 2004","Bwindi","0.993","Eimeria sp.","Papio_anubis","Eimeria","sp.",FALSE,TRUE
"842",6904,6904,7611,"Gongylonema sp.","Papio anubis","Ryan et al., 2012","Mole","0.018","Gongylonema sp.","Papio_anubis","Gongylonema","sp.",FALSE,TRUE
"843",7238,7238,1072,"Hymenolepis sp.","Papio cynocephalus anubis","Hope et al. 2004","Bwindi","0.071","Hymenolepis sp.","Papio_anubis","Hymenolepis","sp.",FALSE,TRUE
"844",7529,7529,7138,"Papio hamadryas lymphocryptovirus 1–3","Papio hamadryas anubis","Knauf et al. 2011","Lake Manyara","0.769","Lymphocryptovirus sp.","Papio_anubis","Lymphocryptovirus","sp.",FALSE,TRUE
"845",7376,7376,3005,"Mesocestoides sp.","Papio doguera","Nelson et al. 1965","KENYA","0.01","Mesocestoides sp.","Papio_anubis","Mesocestoides","sp.",FALSE,TRUE
"846",6912,6912,6518,"Molineus sp.","Papio anubis","Bezjian et al. 2008","Dura","0.02","Molineus sp.","Papio_anubis","Molineus","sp.",FALSE,TRUE
"847",7378,7378,2714,"Nephridiacanthus sp.","Papio doguera","Kuntz and Myers 1966","AFRICA","0.07","Nephridiacanthus sp.","Papio_anubis","Nephridiacanthus","sp.",FALSE,TRUE
"848",7383,7383,2719,"Oxyuris sp.","Papio doguera","Kuntz and Myers 1966","AFRICA","0.07","Oxyuris sp.","Papio_anubis","Oxyuris","sp.",FALSE,TRUE
"849",7232,7232,10268,"Baboon cytomegalovirus","Papio cynocephalus anubis","Knauf et al. 2011","Lake Manyara","0.1","Papiine betaherpesvirus sp.","Papio_anubis","Papiine","sp.",FALSE,TRUE
"850",7010,7010,2972,"Sparganum sp.","Papio anubis neumanni","Myers and Kuntz 1967","Grumeti","0.42","Sparganum sp.","Papio_anubis","Sparganum","sp.",FALSE,TRUE
"851",6955,6955,5624,"Strongylid sp.","Papio anubis","Weyher et al. 2006","Gashaka Gumti","1","Strongylida sp.","Papio_anubis","Strongylida","sp.",FALSE,TRUE
"852",6956,6956,5625,"Strongylid sp.","Papio anubis","Weyher et al. 2006","Gashaka Gumti","0.923","Strongylida sp.","Papio_anubis","Strongylida","sp.",FALSE,TRUE
"853",6957,6957,6068,"Strongylid sp.","Papio anubis","Weyher 2009","Gashaka Gumti","0.9","Strongylida sp.","Papio_anubis","Strongylida","sp.",FALSE,TRUE
"854",6958,6958,6069,"Strongylid sp.","Papio anubis","Weyher 2009","Gashaka Gumti","1","Strongylida sp.","Papio_anubis","Strongylida","sp.",FALSE,TRUE
"855",6990,6990,3504,"Trichostrongylus sp.","Papio anubis","Legesse and Erko 2004","Burka Dita","0.114","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"856",6991,6991,3505,"Trichostrongylus sp.","Papio anubis","Legesse and Erko 2004","Bishan Gari","0.042","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"857",6992,6992,6513,"Trichostrongylus sp.","Papio anubis","Bezjian et al. 2008","Dura","0.22","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"858",7015,7015,2975,"Trichostrongylus sp.","Papio anubis neumanni","Myers and Kuntz 1967","Grumeti","0.5","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"859",7029,7029,2956,"Trichostrongylus sp.","Papio cyanocephalus anubis","Munene et al. 1998","KENYA","0.435","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"860",7432,7432,2721,"Trichostrongylus sp.","Papio doguera","Kuntz and Myers 1966","AFRICA","0.07","Trichostrongylus sp.","Papio_anubis","Trichostrongylus","sp.",FALSE,TRUE
"861",7016,7016,2970,"Trombiculidae sp.","Papio anubis neumanni","Myers and Kuntz 1967","Grumeti","0.08","Trombiculidae sp.","Papio_anubis","Trombiculidae","sp.",FALSE,TRUE
"862",7037,7037,9810,"Acanthocephala sp","Papio cynocephalus","Akinyi et al. 2019","Amboseli","NULL","Acanthocephalus sp.","Papio_cynocephalus","Acanthocephalus","sp.",FALSE,TRUE
"863",7040,7040,2337,"Ancylostoma sp.","Papio cynocephalus","Myers and Kuntz 1965","GUINEA","NULL","Ancylostoma sp.","Papio_cynocephalus","Ancylostoma","sp.",FALSE,TRUE
"864",7041,7041,2546,"Ancylostoma sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","NULL","Ancylostoma sp.","Papio_cynocephalus","Ancylostoma","sp.",FALSE,TRUE
"865",7098,7098,2710,"Isospora sp.","Papio cynocephalus","Kuntz and Moore 1973","Rift Valley","0.00787402","Isospora sp.","Papio_cynocephalus","Isospora","sp.",FALSE,TRUE
"866",7101,7101,2564,"Klebsiella sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","NULL","Klebsiella sp.","Papio_cynocephalus","Klebsiella","sp.",FALSE,TRUE
"867",7108,7108,2565,"Neisseria sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","NULL","Neisseria sp.","Papio_cynocephalus","Neisseria","sp.",FALSE,TRUE
"868",7125,7125,2339,"Oxyuris sp.","Papio cynocephalus","Myers and Kuntz 1965","GUINEA","NULL","Oxyuris sp.","Papio_cynocephalus","Oxyuris","sp.",FALSE,TRUE
"869",7130,7130,2566,"Pasteurella sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","NULL","Pasteurella sp.","Papio_cynocephalus","Pasteurella","sp.",FALSE,TRUE
"870",7136,7136,2334,"Porocephalus sp.","Papio cynocephalus","Myers and Kuntz 1965","GUINEA","NULL","Porocephalus sp.","Papio_cynocephalus","Porocephalus","sp.",FALSE,TRUE
"871",7137,7137,10000,"Primasubulura","Papio cynocephalus","Habig et al. 2019","Amboseli","0.031","Primasubulura sp.","Papio_cynocephalus","Primasubulura","sp.",FALSE,TRUE
"872",7138,7138,7674,"Primasubulura sp.","Papio cynocephalus","Kooriyama et al., 2012","Mahale","0.05","Primasubulura sp.","Papio_cynocephalus","Primasubulura","sp.",FALSE,TRUE
"873",7139,7139,9809,"Primasubulura sp.","Papio cynocephalus","Akinyi et al. 2019","Amboseli","NULL","Primasubulura sp.","Papio_cynocephalus","Primasubulura","sp.",FALSE,TRUE
"874",7140,7140,10027,"Primasubulura spp.","Papio cynocephalus","Obanda et al. 2019","Amboseli","NULL","Primasubulura sp.","Papio_cynocephalus","Primasubulura","sp.",FALSE,TRUE
"875",7145,7145,2583,"Reovirus sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","0.38","Reovirus sp.","Papio_cynocephalus","Reovirus","sp.",FALSE,TRUE
"876",7153,7153,10023,"Spirurina spp.","Papio cynocephalus","Obanda et al. 2019","Amboseli","NULL","Spirurida sp.","Papio_cynocephalus","Spirurida","sp.",FALSE,TRUE
"877",7154,7154,2543,"Streptococcus sp.","Papio cynocephalus","Kalter et al. 1966","KENYA","NULL","Streptococcus sp.","Papio_cynocephalus","Streptococcus","sp.",FALSE,TRUE
"878",7534,7534,2990,"Ascaris sp.","Papio hamadryas arabicus","Nasher 1988","Asir","0.061","Ascaris sp.","Papio_hamadryas","Ascaris","sp.",FALSE,TRUE
"879",7564,7564,6370,"Necator sp.","Papio hamadryas papio","Howells et al. 2010","Fongoli","0.294","Necator sp.","Papio_hamadryas","Necator","sp.",FALSE,TRUE
"880",7516,7516,67,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Al-Baha","0.053","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"881",7517,7517,82,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Al-Taif","0.044","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"882",7518,7518,90,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Turabah","0.046","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"883",7519,7519,98,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Al-Rihat","0.009","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"884",7521,7521,8394,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Al-Baha","0.083","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"885",7522,7522,8395,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Al-Taif","0.107","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"886",7523,7523,8396,"Trichuris sp.","Papio hamadryas","Ghandour et al. 1995","Turabah","0.053","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"887",7539,7539,2992,"Trichuris sp.","Papio hamadryas arabicus","Nasher 1988","Asir","0.192","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"888",7568,7568,6374,"Trichuris sp.","Papio hamadryas papio","Howells et al. 2010","Fongoli","0.353","Trichuris sp.","Papio_hamadryas","Trichuris","sp.",FALSE,TRUE
"889",7575,7575,8017,"Ascaris","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.03","Ascaris sp.","Papio_papio","Ascaris","sp.",FALSE,TRUE
"890",7576,7576,3463,"Ascaris sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.03","Ascaris sp.","Papio_papio","Ascaris","sp.",FALSE,TRUE
"891",7585,7585,8019,"Enterobius","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.39","Enterobius sp.","Papio_papio","Enterobius","sp.",FALSE,TRUE
"892",7586,7586,2353,"Enterobius sp.","Papio papio","Myers and Kuntz 1965","GUINEA","NULL","Enterobius sp.","Papio_papio","Enterobius","sp.",FALSE,TRUE
"893",7588,7588,3461,"Enterobius sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.39","Enterobius sp.","Papio_papio","Enterobius","sp.",FALSE,TRUE
"894",7600,7600,2898,"Necator sp.","Papio papio","McGrew et al. 1989a","Nikolo Koba","0.38","Necator sp.","Papio_papio","Necator","sp.",FALSE,TRUE
"895",7607,7607,2357,"Physaloptera sp.","Papio papio","Myers and Kuntz 1965","GUINEA","NULL","Physaloptera sp.","Papio_papio","Physaloptera","sp.",FALSE,TRUE
"896",7608,7608,2901,"Physaloptera sp.","Papio papio","McGrew et al. 1989a","Nikolo Koba","0.31","Physaloptera sp.","Papio_papio","Physaloptera","sp.",FALSE,TRUE
"897",7609,7609,3459,"Physaloptera sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.69","Physaloptera sp.","Papio_papio","Physaloptera","sp.",FALSE,TRUE
"898",7611,7611,8020,"Protospirura sp.","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.7","Protospirura sp.","Papio_papio","Protospirura","sp.",FALSE,TRUE
"899",7614,7614,2903,"Streptopharagus sp.","Papio papio","McGrew et al. 1989a","Nikolo Koba","0.23","Streptopharagus sp.","Papio_papio","Streptopharagus","sp.",FALSE,TRUE
"900",7615,7615,3456,"Streptopharagus sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.01","Streptopharagus sp.","Papio_papio","Streptopharagus","sp.",FALSE,TRUE
"901",7617,7617,3458,"Streptopharagus sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.16","Streptopharagus sp.","Papio_papio","Streptopharagus","sp.",FALSE,TRUE
"902",7618,7618,8021,"Streptophargus","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.04","Streptopharagus sp.","Papio_papio","Streptopharagus","sp.",FALSE,TRUE
"903",7619,7619,8022,"Strongyloides","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.03","Strongyloides sp.","Papio_papio","Strongyloides","sp.",FALSE,TRUE
"904",7621,7621,2904,"Strongyloides sp.","Papio papio","McGrew et al. 1989a","Nikolo Koba","0.26","Strongyloides sp.","Papio_papio","Strongyloides","sp.",FALSE,TRUE
"905",7622,7622,3464,"Strongyloides sp.","Papio papio","Ebbert et al. 2004","Mont Assirik","0.03","Strongyloides sp.","Papio_papio","Strongyloides","sp.",FALSE,TRUE
"906",4490,4490,1932,"treponemas","Guinea baboon","Fribourg-Blanc 1972","Cesamance","NULL","Treponema sp.","Papio_papio","Treponema","sp.",FALSE,TRUE
"907",7624,7624,1755,"Treponema","Papio papio","Boulox and Cirera 1972","Nikolo Koba","0.152","Treponema sp.","Papio_papio","Treponema","sp.",FALSE,TRUE
"908",7631,7631,8024,"Watsonius sp.","Papio papio","Ebbert et al. 2013","Mt. Assirik","0.44","Watsonius sp.","Papio_papio","Watsonius","sp.",FALSE,TRUE
"909",7632,7632,3460,"Watsonius watsoni","Papio papio","Ebbert et al. 2004","Mont Assirik","0.44","Watsonius sp.","Papio_papio","Watsonius","sp.",FALSE,TRUE
"910",8383,8383,7297,"Ascaris sp.","Papio ursinus","Benavides et al. 2011","Tsaobis Leopard Park","0.02","Ascaris sp.","Papio_ursinus","Ascaris","sp.",FALSE,TRUE
"911",8408,8408,2858,"cytomegalovirus (CMV)","Papio ursinus","McConnell et al. 1974","Kruger","0.066","Cytomegalovirus sp.","Papio_ursinus","Cytomegalovirus","sp.",FALSE,TRUE
"912",8409,8409,7332,"cytomegalovirus (CMV)","Papio ursinus","Drewe et al. 2012","Red Hill","NULL","Cytomegalovirus sp.","Papio_ursinus","Cytomegalovirus","sp.",FALSE,TRUE
"913",8410,8410,7342,"cytomegalovirus (CMV)","Papio ursinus","Drewe et al. 2012","Da Gama","NULL","Cytomegalovirus sp.","Papio_ursinus","Cytomegalovirus","sp.",FALSE,TRUE
"914",8411,8411,7352,"cytomegalovirus (CMV)","Papio ursinus","Drewe et al. 2012","Smitswinkel Bay","NULL","Cytomegalovirus sp.","Papio_ursinus","Cytomegalovirus","sp.",FALSE,TRUE
"915",8413,8413,7375,"cytomegalovirus (CMV)","Papio ursinus","Drewe et al. 2012","Tokai (MT1 troop)","NULL","Cytomegalovirus sp.","Papio_ursinus","Cytomegalovirus","sp.",FALSE,TRUE
"916",8509,8509,2830,"Sarcocystis sp.","Papio ursinus","McConnell et al. 1973","Kruger","0.46","Sarcocystis sp.","Papio_ursinus","Sarcocystis","sp.",FALSE,TRUE
"917",8510,8510,2852,"Sarcocystis sp.","Papio ursinus","McConnell et al. 1974","Kruger","0.47","Sarcocystis sp.","Papio_ursinus","Sarcocystis","sp.",FALSE,TRUE
"918",8511,8511,2853,"Sarcocystis sp.","Papio ursinus","McConnell et al. 1974","Kruger","0.02","Sarcocystis sp.","Papio_ursinus","Sarcocystis","sp.",FALSE,TRUE
"919",8512,8512,2854,"Sarcocystis sp.","Papio ursinus","McConnell et al. 1974","Kruger","0.14","Sarcocystis sp.","Papio_ursinus","Sarcocystis","sp.",FALSE,TRUE
"920",8513,8513,2855,"Sarcocystis sp.","Papio ursinus","McConnell et al. 1974","Kruger","0.11","Sarcocystis sp.","Papio_ursinus","Sarcocystis","sp.",FALSE,TRUE
"921",7301,7301,1677,"Spirurid","Papio cynocephalus ursinus","Appleton et al. 1991","Mkuzi","0.04","Spirura sp.","Papio_ursinus","Spirura","sp.",FALSE,TRUE
"922",8550,8550,7298,"Subulura sp.","Papio ursinus","Benavides et al. 2011","Tsaobis Leopard Park","0.01","Subulura sp.","Papio_ursinus","Subulura","sp.",FALSE,TRUE
"923",8559,8559,3540,"Trichomonas sp.","Papio ursinus","Goldsmid and Rogers 1978","Transvaal","0.042","Trichomonas sp.","Papio_ursinus","Trichomonas","sp.",FALSE,TRUE
"924",8608,8608,2220,"Babesia sp.","Perodicticus potto","Baker 1972","LIBERIA","NULL","Babesia sp.","Perodicticus_potto","Babesia","sp.",FALSE,TRUE
"925",8610,8610,7498,"Ixodes sp.","Perodicticus potto","Hoogstraal and Theiler 1959","CAMEROON","NULL","Ixodes sp.","Perodicticus_potto","Ixodes","sp.",FALSE,TRUE
"926",3874,3874,6284,"Entamoeba sp.","Eulemur fulvus rufus","Clough 2010","Kirindy","1","Entamoeba sp.","Petterus_fulvus","Entamoeba","sp.",FALSE,TRUE
"927",3875,3875,6334,"Entamoeba sp.","Eulemur fulvus rufus","Clough et al. 2010","Kirindy","1","Entamoeba sp.","Petterus_fulvus","Entamoeba","sp.",FALSE,TRUE
"928",3876,3876,6344,"Entamoeba sp.","Eulemur fulvus rufus","Clough et al. 2010","Kirindy","1","Entamoeba sp.","Petterus_fulvus","Entamoeba","sp.",FALSE,TRUE
"929",3932,3932,8735,"Enterovirus","Eulemur rufifrons","Zohdy et al. 2015","Ranomafana","0.048","Enterovirus sp.","Petterus_fulvus","Enterovirus","sp.",FALSE,TRUE
"930",3862,3862,5664,"Lactobacillus sp.","Eulemur fulvus albifrons","Junge and Louis 2002","Betampona","NULL","Lactobacillus sp.","Petterus_fulvus","Lactobacillus","sp.",FALSE,TRUE
"931",3863,3863,7244,"Lemurostrongyles sp.","Eulemur fulvus albifrons","Irwin and Raharison, 2009","MADAGASCAR","NULL","Lemurostrongylus sp.","Petterus_fulvus","Lemurostrongylus","sp.",FALSE,TRUE
"932",3882,3882,5786,"Lemurostrongylus spp.","Eulemur fulvus rufus","Junge and Louis 2005b","Tsiombokibo","0.3","Lemurostrongylus sp.","Petterus_fulvus","Lemurostrongylus","sp.",FALSE,TRUE
"933",3930,3930,8734,"Adenovirus","Eulemur rufifrons","Zohdy et al. 2015","Ranomafana","0.333","Mastadenovirus sp.","Petterus_fulvus","Mastadenovirus","sp.",FALSE,TRUE
"934",3934,3934,8737,"Norovirus GII","Eulemur rufifrons","Zohdy et al. 2015","Ranomafana","0.095","Norovirus sp.","Petterus_fulvus","Norovirus","sp.",FALSE,TRUE
"935",3935,3935,8738,"rotavirus","Eulemur rufifrons","Zohdy et al. 2015","Ranomafana","0.381","Rotavirus sp.","Petterus_fulvus","Rotavirus","sp.",FALSE,TRUE
"936",3851,3851,6498,"Callistoura sp.","Eulemur flavifrons","Schwitzer et al. 2010","Ankarafa","0.042","Callistoura sp.","Petterus_macaco","Callistoura","sp.",FALSE,TRUE
"937",3852,3852,6499,"Callistoura sp.","Eulemur flavifrons","Schwitzer et al. 2010","Ankarafa","0.042","Callistoura sp.","Petterus_macaco","Callistoura","sp.",FALSE,TRUE
"938",3891,3891,5775,"Callistroura","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.3","Callistoura sp.","Petterus_macaco","Callistoura","sp.",FALSE,TRUE
"939",3893,3893,5777,"Enterococcus","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.7","Enterococcus sp.","Petterus_macaco","Enterococcus","sp.",FALSE,TRUE
"940",4660,4660,1326,"Filaria","Lemur macaco collaris","National Parasite Collection (WWW)","Bemangidy","NULL","Filaria sp.","Petterus_macaco","Filaria","sp.",FALSE,TRUE
"941",3897,3897,5776,"Psoroptes","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.04","Psoroptes sp.","Petterus_macaco","Psoroptes","sp.",FALSE,TRUE
"942",3892,3892,5778,"coagulase-negative Staphylococcus","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.2","Staphylococcus sp.","Petterus_macaco","Staphylococcus","sp.",FALSE,TRUE
"943",3889,3889,5781,"alpha-hemolytic Streptococcus","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.1","Streptococcus sp.","Petterus_macaco","Streptococcus","sp.",FALSE,TRUE
"944",3898,3898,5780,"Streptococcus group D","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.1","Streptococcus sp.","Petterus_macaco","Streptococcus","sp.",FALSE,TRUE
"945",3899,3899,5772,"Toxoplasma IgG","Eulemur macaco macaco","Junge and Louis 2007","Lokobe","0.1","Toxoplasma sp.","Petterus_macaco","Toxoplasma","sp.",FALSE,TRUE
"946",3907,3907,8730,"Enterovirus","Eulemur rubriventer","Zohdy et al. 2015","Ranomafana","0.4","Enterovirus sp.","Petterus_rubriventer","Enterovirus","sp.",FALSE,TRUE
"947",3909,3909,543,"Fasciola sp.","Eulemur rubriventer","Hogg 2002","Ranomafana","0.059","Fasciola sp.","Petterus_rubriventer","Fasciola","sp.",FALSE,TRUE
"948",3910,3910,4854,"Fasciola sp.","Eulemur rubriventer","Hogg 2002","Ranomafana","0.143","Fasciola sp.","Petterus_rubriventer","Fasciola","sp.",FALSE,TRUE
"949",3914,3914,541,"Lemuricola sp.","Eulemur rubriventer","Hogg 2002","Ranomafana","0.235","Lemuricola sp.","Petterus_rubriventer","Lemuricola","sp.",FALSE,TRUE
"950",3915,3915,4852,"Lemuricola sp.","Eulemur rubriventer","Hogg 2002","Ranomafana","0.286","Lemuricola sp.","Petterus_rubriventer","Lemuricola","sp.",FALSE,TRUE
"951",3916,3916,5004,"Lemuricola sp.","Eulemur rubriventer","Hogg 2002","Ranomafana","0.2","Lemuricola sp.","Petterus_rubriventer","Lemuricola","sp.",FALSE,TRUE
"952",3900,3900,8729,"Adenovirus","Eulemur rubriventer","Zohdy et al. 2015","Ranomafana","0.25","Mastadenovirus sp.","Petterus_rubriventer","Mastadenovirus","sp.",FALSE,TRUE
"953",3920,3920,8731,"Norovirus GI","Eulemur rubriventer","Zohdy et al. 2015","Ranomafana","0.15","Norovirus sp.","Petterus_rubriventer","Norovirus","sp.",FALSE,TRUE
"954",3921,3921,8732,"Norovirus GII","Eulemur rubriventer","Zohdy et al. 2015","Ranomafana","0.1","Norovirus sp.","Petterus_rubriventer","Norovirus","sp.",FALSE,TRUE
"955",3598,3598,7536,"Ixodes schillingsi","Colobus badius kirkii","Hoogstraal and Theiler 1959","Zanzibar","NULL","Ixodes sp.","Piliocolobus_kirkii","Ixodes","sp.",FALSE,TRUE
"956",8801,8801,3965,"Dipetalonema sp.","Pithecia pithecia","de Thoisy et al. 2001","Petit Saut","0.5","Dipetalonema sp.","Pithecia_pithecia","Dipetalonema","sp.",FALSE,TRUE
"957",8804,8804,3964,"Mansonella sp.","Pithecia pithecia","de Thoisy et al. 2001","Petit Saut","0.5","Mansonella sp.","Pithecia_pithecia","Mansonella","sp.",FALSE,TRUE
"958",8803,8803,3972,"Haemobartonella sp.","Pithecia pithecia","de Thoisy et al. 2001","Petit Saut","NULL","Mycoplasma sp.","Pithecia_pithecia","Mycoplasma","sp.",FALSE,TRUE
"959",8836,8836,4743,"Chilomastix sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.125","Chilomastix sp.","Pongo_pygmaeus","Chilomastix","sp.",FALSE,TRUE
"960",8838,8838,5110,"Chilomastix sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.211","Chilomastix sp.","Pongo_pygmaeus","Chilomastix","sp.",FALSE,TRUE
"961",8927,8927,519,"Leptospira sp.","Pongo pygmaeus pygmaeus","Kilbourn et al. 1998","Eastern Sabah","NULL","Leptospira sp.","Pongo_pygmaeus","Leptospira","sp.",FALSE,TRUE
"962",8852,8852,4746,"Mammomonogamus sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.188","Mammomonogamus sp.","Pongo_pygmaeus","Mammomonogamus","sp.",FALSE,TRUE
"963",8853,8853,4972,"Mammomonogamus sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.077","Mammomonogamus sp.","Pongo_pygmaeus","Mammomonogamus","sp.",FALSE,TRUE
"964",8854,8854,5113,"Mammomonogamus sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.263","Mammomonogamus sp.","Pongo_pygmaeus","Mammomonogamus","sp.",FALSE,TRUE
"965",8898,8898,518,"Adenovirus","Pongo pygmaeus pygmaeus","Kilbourn et al. 1998","Eastern Sabah","0.088","Mastadenovirus sp.","Pongo_pygmaeus","Mastadenovirus","sp.",FALSE,TRUE
"966",8899,8899,1139,"adenovirus group","Pongo pygmaeus pygmaeus","Kilbourn et al. 2003","Sabah","0.05","Mastadenovirus sp.","Pongo_pygmaeus","Mastadenovirus","sp.",FALSE,TRUE
"967",8855,8855,4747,"Spirurida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.094","Spirurida sp.","Pongo_pygmaeus","Spirurida","sp.",FALSE,TRUE
"968",8856,8856,4973,"Spirurida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.077","Spirurida sp.","Pongo_pygmaeus","Spirurida","sp.",FALSE,TRUE
"969",8857,8857,5114,"Spirurida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.105","Spirurida sp.","Pongo_pygmaeus","Spirurida","sp.",FALSE,TRUE
"970",8858,8858,4745,"Strongylida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.375","Strongylida sp.","Pongo_pygmaeus","Strongylida","sp.",FALSE,TRUE
"971",8859,8859,4971,"Strongylida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.385","Strongylida sp.","Pongo_pygmaeus","Strongylida","sp.",FALSE,TRUE
"972",8860,8860,5112,"Strongylida sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.368","Strongylida sp.","Pongo_pygmaeus","Strongylida","sp.",FALSE,TRUE
"973",8864,8864,4750,"Trichuris sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.188","Trichuris sp.","Pongo_pygmaeus","Trichuris","sp.",FALSE,TRUE
"974",8865,8865,4976,"Trichuris sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.154","Trichuris sp.","Pongo_pygmaeus","Trichuris","sp.",FALSE,TRUE
"975",8866,8866,5117,"Trichuris sp.","Pongo abelii","Mul et al. 2007","Ketambe","0.211","Trichuris sp.","Pongo_pygmaeus","Trichuris","sp.",FALSE,TRUE
"976",8895,8895,947,"Trichuris sp.","Pongo pygmaeus","Collet et al. 1986","Ketambe","0.125","Trichuris sp.","Pongo_pygmaeus","Trichuris","sp.",FALSE,TRUE
