"","HostCorrectedName","bodymass_kg","mean_groupsize","mean_dayrange_meters","homerange_ha","social_time","SSD","diel_activity","habitat_category","locomotion","mating_system","trophic_folivore","trophic_Omnivore","realm","iucn"
"289","Saimiri_sciureus",0.896666667,NA,NA,177.3333333,5,1.180713128,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"290","Presbytis_vetulus",7.03,NA,NA,5.375,NA,1.384745763,"diurnal","forest_rocky.areas","arboreal","polygynous","Folivore","Other","Asia","endangered"
"291","Saguinus_fuscicollis",0.35,6.07375,1610.75,59.01111111,4.066666667,0.979744936,"diurnal","forest_wetlands","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"292","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"293","Saguinus_leucopus",0.49,5.233333333,1221,34.795,10,1.008163265,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"294","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"295","Aotus_azarae",0.94,3.68,568.0625,6.9825,1.4,0.865789474,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"296","Alouatta_caraya",5.38,9.309090909,522.3333333,26.14166667,5.82,1.482678984,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"297","Cebus_apella",2.908333333,13.7,2361.778,337.248,3.63,1.50156041,"diurnal","forest_savanna","arboreal","multimale-multifemale","Non-Folivore","Other","Neotropics","least concern"
"298","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"299","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"300","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"301","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"302","Saimiri_oerstedii",0.79,41.5,NA,188,NA,1.319117647,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"303","Galagoides_demidoff",0.23625,2.777777778,NA,1.6,NA,1.007297552,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","M_Africa","least concern"
"304","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"305","Varecia_variegata",3.4075,8.7075,1041.658,76.544,4.782222222,1.027181688,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Madagascar","endangered"
"306","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"307","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"308","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"309","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"310","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"311","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"312","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"313","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"314","Propithecus_verreauxi",3.22,4.739285714,938.3333333,7.076428571,4.7,1.010784527,"diurnal","forest_shrubland","arboreal","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"315","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"316","Macaca_fuscata",9.5,45.6,1218,314.65,14,1.366127024,"diurnal","forest","both","multimale-multifemale","Folivore","Other","Asia","least concern"
"317","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"318","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"319","Colobus_badius",7.826153846,32.94153846,666.8090909,81.54,6.75,1.328602642,"diurnal","forest_savanna_shrubland_wetlands","arboreal","multimale-multifemale","Folivore","Other","M_Africa","least concern"
"320","Colobus_polykomos",8.39,12.975,534.1666667,55.3,2.475,1.210526316,"diurnal","forest_savanna","arboreal","multimale-multifemale","Folivore","Other","M_Africa","vulnerable"
"321","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"322","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"323","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"324","Microcebus_murinus",0.048769231,2,1468.5,1.935384615,5,0.922264844,"nocturnal","forest_shrubland","arboreal","dispersed","Non-Folivore","Other","Madagascar","least concern"
"325","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"326","Cercopithecus_ascanius",3.24,21,1668,41.25,3.933333333,1.322580645,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"327","Alouatta_villosa",6.56,6.13375,476.125,11.98,2.866666667,1.338266762,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","endangered"
"328","Macaca_sinica",4.48,22.65,NA,66,NA,1.715151515,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","endangered"
"329","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"330","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"331","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"332","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"333","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"334","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"335","Papio_papio",17.5,195.75,8000,3250,11.3,1.916666667,"diurnal","forest_savanna_grassland","terrestrial","polygynous","Non-Folivore","Omnivore/Insectivore","M_Africa","near threatened"
"336","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"337","Indri_indri",6.465,2.447777778,300,18.625,NA,0.801457976,"diurnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","endangered"
"338","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"339","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"340","Avahi_laniger",1.020666667,2.128571429,527.575,2.234,2.615,0.860992908,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","vulnerable"
"341","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"342","Lemur_catta",2.21,12.81428571,1050,13.05333333,7,1,"diurnal","forest_shrubland","both","multimale-multifemale","Folivore","Other","Madagascar","endangered"
"343","Varecia_variegata",3.4075,8.7075,1041.658,76.544,4.782222222,1.027181688,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Madagascar","endangered"
"344","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"345","Lepilemur_mustelinus",0.861177778,1.2725,525.2,1.655625,23.3,1.01852647,"nocturnal","forest","arboreal","monogamy","Folivore","Other","Madagascar","near threatened"
"346","Alouatta_seniculus",6.285,8.684761905,729.8,16.64,2.833333333,1.325707023,"diurnal","forest_savanna","arboreal","polygynous","Folivore","Other","Neotropics","least concern"
"347","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"348","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"349","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"350","Macaca_radiata",5.14,21.92142857,933.3333333,224.3,35.66666667,1.788617886,"diurnal","forest_savanna_shrubland","both","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"351","Presbytis_entellus",15.398,34.75,853.25,268.4458333,NA,1.318002985,"diurnal","forest_savanna_shrubland_rocky.areas","both","polygynous","Folivore","Other","Asia","least concern"
"352","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"353","Microcebus_rufus",0.053318182,NA,NA,0.675,NA,1.020278834,"nocturnal","forest","arboreal","dispersed","Non-Folivore","Omnivore/Insectivore","Madagascar","vulnerable"
"354","Leontopithecus_rosalia",0.64,5.415,1606,96.1,NA,1.065916399,"diurnal","forest","arboreal","monogamy","Non-Folivore","Other","Neotropics","endangered"
"355","Macaca_tonkeana",10.475,12.5,NA,102.375,12.85,1.651898734,"diurnal","forest","both","multimale-multifemale","Non-Folivore","Other","Asia","vulnerable"
"356","Nasalis_larvatus",15.75,13.82307692,748,389.85,6.1,2.005725191,"diurnal","forest","arboreal","polygynous","Folivore","Other","Asia","endangered"
"357","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"358","Gorilla_gorilla",126.25,9.244117647,989.1,1601.277778,3.6,1.915704388,"diurnal","forest","both","polygynous","Folivore","Other","M_Africa","endangered"
"359","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"360","Pan_troglodytes",53.7,48.44416667,2225,1916.47,14.05,1.265822785,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","M_Africa","endangered"
"361","Colobus_guereza",8.89,8.375,475.6,17.885,8.25,1.251898734,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"362","Lagothrix_lagotricha",NA,NA,NA,NA,NA,NA,"","","","","","","",""
"363","Saimiri_oerstedii",0.79,41.5,NA,188,NA,1.319117647,"diurnal","forest","arboreal","multimale-multifemale","Non-Folivore","Omnivore/Insectivore","Neotropics","vulnerable"
"364","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"365","Presbytis_cristata",7.16,20.63333333,487,43.65625,6.666666667,1.19550173,"diurnal","forest_wetlands","arboreal","polygynous","Folivore","Other","Asia","near threatened"
"366","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"367","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"368","Propithecus_diadema",5.015555556,4.371428571,980.81125,36.971,6.421,1.018087582,"diurnal","forest","arboreal","polygynous","Folivore","Other","Madagascar","endangered"
"369","Cercopithecus_petaurista",3.65,10.6,1051,65.1875,4.15,1.517241379,"diurnal","forest_shrubland","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
"370","Cercopithecus_campbelli",3.75,14.75,1155,34.59375,8.933333333,1.830188679,"diurnal","forest_savanna","arboreal","polygynous","Non-Folivore","Other","M_Africa","least concern"
"371","Procolobus_verus",4.45,18.61428571,1212,43.3,4.35,1.119047619,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","M_Africa","near threatened"
"372","Cercopithecus_diana",4.525,21.3,1441,115,1.2,1.333333333,"diurnal","forest","arboreal","polygynous","Non-Folivore","Other","M_Africa","vulnerable"
"373","Cercopithecus_aethiops",4.704444444,25.7328,2379.125,59.85777778,6.580714286,1.505456349,"diurnal","forest_savanna_shrubland","terrestrial","multimale-multifemale","Non-Folivore","Other","M_Africa","least concern"
"374","Cercocebus_torquatus",7.793333333,20.7,1400,315.8,7.9,1.780952381,"diurnal","forest_savanna","both","multimale-multifemale","Non-Folivore","Other","M_Africa","near threatened"
"375","Alouatta_palliata",6.12,13.898,329.9566667,43.94333333,1,1.23068218,"diurnal","forest","arboreal","multimale-multifemale","Folivore","Other","Neotropics","least concern"
"376","Macaca_fascicularis",4.03,38.525,1602.9,95,10.7,1.50621118,"diurnal","forest_wetlands","arboreal","multimale-multifemale","Non-Folivore","Other","Asia","least concern"
"377","Aotus_azarae",0.94,3.68,568.0625,6.9825,1.4,0.865789474,"nocturnal","forest_savanna","arboreal","monogamy","Non-Folivore","Other","Neotropics","least concern"
"378","Colobus_guereza",8.89,8.375,475.6,17.885,8.25,1.251898734,"diurnal","forest","arboreal","polygynous","Folivore","Other","M_Africa","least concern"
